album,album_id,artist,artist_id,duration_ms,id,name,popularity,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
I met you when I was 18. (the playlist),7lqieLm717j9Z8JrG7POkS,Lauv,5JZ7CnR6gTvEMKX4g70Amv,197436,2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,79,0.535,0.752,0.505,2.55e-06,9,0.104,-7.621,1,0.253,91.97,0.419
Youngblood (Deluxe),2D0Hi3Jj6RFnpWDcSa0Otu,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,203417,2iUXsYOEPhVqEBwsqP70rE,Youngblood,85,0.0169,0.596,0.854,0.0,7,0.124,-5.114,0,0.463,120.274,0.152
Vidrado Em Você,5HebljJgeo97MOazTC2xPV,Dj Guuga,1cNPXWhKfjI0fT5EMCnamR,134769,2kOmW169C7UV4SZDN9u0YO,Vidrado Em Você,77,0.139,0.843,0.925,7.65e-06,2,0.109,0.302,1,0.0997,159.926,0.59
Shawn Mendes (Deluxe),0xzScN8P3hQAz3BT3YYX5w,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,191466,2bT1PH7Cw3J9p3t7nlXCdh,If I Can't Have You,80,0.487,0.691,0.823,0.0,2,0.134,-4.197,1,0.0623,123.935,0.87
ImPKvel,42ptYCyz94D7b2Z2uadVBS,Pk,5xYkM2vMrE23taj6tl7qkm,143245,34D0w6kVzuQ35vyHIFrWTC,Do jeito que tu gosta,76,0.815,0.639,0.534,0.0,9,0.127,-7.264,0,0.365,96.855,0.655
"Todos Os Cantos, Vol. 2 (ao Vivo)",3mTbv6MyAR4KEDh0w8s9Nk,Marília Mendonça,1yR65psqiazQpeM79CcGh8,154661,4E6RdcCWMiHTu7zy1VTNDo,Todo Mundo Vai Sofrer - Ao Vivo,82,0.281,0.621,0.743,0.0,3,0.411,-3.864,1,0.0738,111.454,0.581
Credo que delícia,3LCL8DpomDSYl00NdXkYFs,MC Kevinho,1mXAhKnZEdF6rotyyd4GBi,123287,4H9vyrlKZpzd1FW3oupnzD,Credo que delícia,75,0.24,0.779,0.861,0.0,3,0.161,-3.958,0,0.124,146.062,0.911
Happy Now,0JcW7yCW3Qj8uMfzO2lUDb,Zedd,2qxJFvFYMEDqd7ui6kSAcq,207029,4keoy2fqgwGnbWlm3ZVZFa,Happy Now,82,0.579,0.503,0.741,1.49e-06,4,0.0712,-5.128,1,0.047,88.335,0.458
13 Reasons Why (Season 2),4RpgjxgSxcRwGNuWnImneN,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,210240,514rhnksEwHUh6LxXsQ4Y9,Back To You,76,0.0984,0.6,0.683,1.26e-06,6,0.11,-6.271,1,0.0493,102.036,0.494
Tijolão (ao Vivo),5DE5SfB2vmYatVH6tpAb49,Jorge & Mateus,1elUiq4X7pxej6FRlrEzjM,175219,6QwFUcPc5nhsqZuhXUYtV7,Tijolão - Ao Vivo,84,0.469,0.637,0.877,0.0,4,0.343,-3.68,0,0.198,118.889,0.691
1989 (Deluxe Edition),34OkZVpuzBa9y40DCy0LPR,Taylor Swift,06HL4z0CvFAxyc27GXpf02,231826,2sC2P3BN0IXujNaaSyDmtP,Blank Space,60,0.103,0.76,0.703,0.0,5,0.0913,-5.412,1,0.054,95.997,0.57
My Everything (Deluxe),6EVYTRG1drKdO8OnIQBeEj,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,197266,7xoUc6faLbCqZO6fQEYprd,One Last Time,81,0.093,0.628,0.593,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,0.104
Illuminate,1ne2D0NxoGyZd31gAM4HNd,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,187973,3QGsuHI8jO1Rx4JWLUh9jd,Treat You Better,85,0.106,0.444,0.819,0.0,10,0.107,-4.078,0,0.341,82.695,0.747
Tem Moda Pra Tudo (Ao Vivo),43Z8iIpoxaCrr27KILZJzs,Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,189059,6sRLrSetyIwIKhW1eMlUNP,Vou Ter Que Superar - Ao Vivo,81,0.768,0.505,0.721,0.0,1,0.869,-5.86,1,0.061,106.248,0.421
Feelings,1MFxXAGWNIuz0X1hS9VRiS,Lauv,5JZ7CnR6gTvEMKX4g70Amv,189613,0y675KDleCZEudjoeL1sQQ,Feelings,85,0.0934,0.694,0.466,0.0,9,0.098,-6.758,1,0.0384,103.018,0.246
Que Calor (feat. J Balvin & El Alfa),5AKSUA3pizhoVgfjW1ijVC,Major Lazer,738wLrAtLtCtFOLvQBXOXp,169997,1RKZvaLj3UPhGjZkaIrFm7,Que Calor (feat. J Balvin & El Alfa),79,0.0375,0.795,0.885,0.00638,8,0.292,-4.13,1,0.0713,126.037,0.46
My Only One (No Hay Nadie Más),26VuZb8071jOTFmIayEgEe,Sebastian Yatra,07YUOmWljBTXwIseAUd9TW,198280,1gJA27xiMdENwoAVN7kMlo,My Only One (No Hay Nadie Más),72,0.693,0.727,0.526,0.0,6,0.116,-6.307,1,0.0378,105.086,0.681
Ransom,4Mz9ZCE83IiaVC9ejMqxky,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,131280,1kBbgxAUc4HQv7cgIayIDH,Ransom,88,0.0204,0.745,0.642,0.0,7,0.0658,-6.257,0,0.287,179.974,0.226
Baile da Colômbia (Brega Funk) [Remix],1NQC25AEr4r48PC6AcTZ2m,MC Ysa,584RKJOLzbEflvpk6qFPS1,124000,2qiqXQ2Suc253bR7k9AKVD,Baile da Colômbia (Brega Funk) - Remix,79,0.419,0.838,0.568,0.0,5,0.0617,-5.555,0,0.111,170.015,0.939
I.F.L.Y.,5Q4g8NWSgDf0AEE0Vy7bz9,Bazzi,4GvEc3ANtPPjt1ZJllr5Zl,165714,4R9ATNRRl1uth17i5qDCc0,I.F.L.Y.,67,0.379,0.812,0.519,0.0,2,0.13,-4.823,1,0.0385,104.954,0.554
Otro Trago (Remix),3hiJmThCss4ugTPzvgUnT1,Sech,77ziqFxp5gaInVrF2lj4ht,287773,4bTZeO72FwMa6wKOiqoynL,Otro Trago - Remix,92,0.0711,0.725,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,0.763
One Thing Right,4QAC6FquY8D0RXom13iE5J,Marshmello,64KEffDW9EtZ1y2vBYgq8T,181823,4hPpVbbakQNv8YTHYaOJP4,One Thing Right,89,0.0667,0.659,0.623,0.0,4,0.582,-2.253,1,0.0451,88.042,0.439
Lalala,4WlC4FXhonJhNTXCQPGP3r,Y2K,6USMTwO0MNDnKte5a5h0xx,160626,51Fjme0JiitpyXKuyQiCDo,Lalala,97,0.181,0.843,0.391,0.0,2,0.137,-7.899,1,0.0845,129.972,0.496
Hit Contagiante,5da8Quq01mGKZvEpBRfFZh,Felipe Original,2Cra8I2P4OnMkVguqZRVwi,137125,5dKesZwp6deuhEeW8F1UEi,Hit Contagiante,84,0.132,0.819,0.684,0.0,6,0.0942,-7.169,0,0.119,170.187,0.959
Be Honest (feat. Burna Boy),4d2oTHRFwGifGFgve7zSGC,Jorja Smith,1CoZyIx7UvdxT5c8UkMzHd,207030,5pAbCxt9e3f81lOmjIXwzd,Be Honest (feat. Burna Boy),86,0.311,0.757,0.737,0.0,4,0.113,-6.728,0,0.114,98.057,0.635
Right Back (feat. A Boogie Wit Da Hoodie),36Mq31otog86NGRflpMmkg,Khalid,6LuN9FCkKOj5PcnpouEgny,254999,6PYnUsNEpYC7A4BS2sjw3L,Right Back (feat. A Boogie Wit Da Hoodie),86,0.0933,0.786,0.428,1.1e-06,5,0.156,-10.011,0,0.31,97.001,0.556
Outnumbered,4BQVnx1yJrDa1tcky9D9N6,Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,245699,6UjZ2Yx2g2a52XxiA8ONxZ,Outnumbered,86,0.247,0.614,0.684,0.0,0,0.0976,-5.79,1,0.157,156.85,0.258
Graduation (with Juice WRLD),669dgT2kmrAMrrPaEEHWyE,benny blanco,5CiGnKThu5ctn9pBxv7DGa,177847,6cjSh516BbrNUs213jDAGm,Graduation (with Juice WRLD),83,0.107,0.731,0.65,0.0,0,0.124,-5.286,1,0.271,154.968,0.605
It's You,40vQONzvJb6sKejDN3eWza,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,212606,6moU77g9RQyMzHNuKEaQKq,It's You,93,0.374,0.732,0.463,0.0,11,0.194,-6.972,0,0.0287,95.971,0.397
Higher Love,4wquJImu8RtyEuDtIAsfcE,Kygo,23fqKkggKUBHNkbKtXEls4,228267,6oJ6le65B3SEqPwMRNXWjY,Higher Love,92,0.0154,0.693,0.678,6.05e-06,8,0.101,-7.159,1,0.0324,103.952,0.404
Old Town Road (feat. RM of BTS) [Seoul Town Road Remix],7CQho9XJ69KLTUdM9vUZyW,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,114133,6woeVu3fVMflqen1t4N6pg,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,77,0.0706,0.89,0.513,0.0,1,0.102,-5.996,1,0.154,136.02,0.61
Lover,1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,06HL4z0CvFAxyc27GXpf02,221306,1dGr1c8CrMLDpV6mPbImSI,Lover,92,0.492,0.359,0.543,1.58e-05,7,0.118,-7.582,1,0.0919,68.534,0.453
So Much Fun,1bnHPO4dKK7IjvgrtVBcQh,Young Thug,50co4Is1HCEo8bhOyUWKpn,193026,5Z8HZM6iQMhhqyPcCGY5g9,Hot (feat. Gunna),90,0.063,0.855,0.651,0.0,0,0.0772,-8.044,0,0.235,111.997,0.559
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,168839,6IRdLKIyS4p7XNiP8r6rsx,all the good girls go to hell,87,0.283,0.726,0.444,0.143,8,0.177,-8.922,0,0.372,185.044,0.569
No.6 Collaborations Project,3oIFxDIo2fwuk4lwCmFZCx,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,219946,0hVXuCcriWRGvwMV1r5Yn9,I Don't Care (with Justin Bieber),87,0.0912,0.798,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,0.842
Indigo,1BfLzaTFI5qKsAAk0Ae6aV,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,260640,6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),90,0.123,0.698,0.454,0.0,1,0.155,-6.756,0,0.151,92.932,0.137
Heartless (feat. Morgan Wallen),4YEes0AZtUChqtLBwaQLzh,Diplo,5fMUXHkw8R8eOP2RNVYEZX,169226,0rFQ5cKYJ9WtHSKp9sxVYt,Heartless (feat. Morgan Wallen),85,0.275,0.764,0.555,0.0,11,0.0824,-6.414,1,0.0604,111.004,0.255
KILL THIS LOVE,7viSsSKXrDa95CtUcuc1Iv,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,189052,18PergoIrGmRyeYxnaXJN2,Kill This Love,80,0.32,0.738,0.861,0.00175,2,0.325,-4.141,1,0.237,131.974,0.58
Teeth,6JdZip7wqJcGYtYDnzpp8T,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,204887,1JRK7srBWUtAW7dPabKBwJ,Teeth,87,0.0508,0.755,0.448,3.87e-06,3,0.11,-2.993,0,0.0405,139.028,0.431
Finally Feel Good,6avkPAfv7cjDlQL4Cotd5S,James Arthur,4IWBUUAFIplrNtaOHcJPRM,215106,1QyxXnQXlGqG28syVg3LyP,Finally Feel Good,72,0.518,0.577,0.661,0.0,11,0.076,-4.962,1,0.134,79.009,0.737
Loco Contigo (with J. Balvin & Tyga),3HXHo0qkSUO4M9p6PEnA01,DJ Snake,540vIaP2JwjQb9dm3aArA4,185194,1f38Gx6xQz6r4H1jGVNBJo,Loco Contigo (with J. Balvin & Tyga),84,0.285,0.822,0.743,2.31e-06,6,0.102,-3.04,0,0.0567,96.025,0.355
Rooting For You,4yp0nH151NPmcakfthQDc9,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,176080,1spZPzBLYeVTvd0iDWXgC2,Rooting For You,75,0.0562,0.763,0.527,0.00384,6,0.0918,-6.779,1,0.123,156.047,0.493
Fuck it I love you / The greatest,0Zv6uLCDXAW4oG8cVvtG6c,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,218287,28aEiMfveru430xmXhDCy3,Fuck it I love you,66,0.902,0.521,0.453,0.00124,9,0.127,-10.653,0,0.0365,129.9,0.2
Sad Song (feat. TINI),0D26ZmfHtg7309j2TEKxnR,Alesso,4AVFqumd2ogHFlRbKIjp1t,154024,2JoIjuzRplpYGvvLpSW2on,Sad Song (feat. TINI),75,0.0878,0.734,0.693,0.0,0,0.341,-6.474,1,0.0361,110.021,0.55
SHE IS COMING,7M4YAXOOg1XbWx03jg7t62,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,219080,2WyRfGeHo97VC5mP1BBSzr,Mother's Daughter,83,0.00464,0.681,0.865,0.00169,1,0.149,-4.132,0,0.0594,91.017,0.528
Ride It,4zOhjJfe0dwqsNdDYk622E,Regard,4ofCBoyEiGSePFAG500xev,157605,2tnVG71enUj33Ic2nFN6kZ,Ride It,91,0.272,0.893,0.748,1.62e-05,7,0.093,-4.299,0,0.0821,117.958,0.867
"fuck, i'm lonely (with Anne-Marie) (from “13 Reasons Why: Season 3”)",60sI3iRfHfu7YpcTpZ29W1,Lauv,5JZ7CnR6gTvEMKX4g70Amv,198973,322tcqPhma7F6hfCeLisx0,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",92,0.482,0.806,0.558,0.0,9,0.0618,-6.46,1,0.0683,95.016,0.678
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",0ZHyvPke0EcVt6rYA8Ins3,DJ Snake,540vIaP2JwjQb9dm3aArA4,212500,4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",62,0.153,0.841,0.798,3.33e-06,1,0.0618,-4.206,0,0.229,95.948,0.591
Spicy (with Diplo & Charli XCX),7J5VpxOH7WctwtGuFYydUz,Herve Pagez,31JFnMfmvwzZGdEnXaKGek,157159,54z0kLF0skj0Hdb9wCqPJt,Spicy (with Diplo & Charli XCX),66,0.0527,0.837,0.818,0.00642,8,0.11,-4.474,0,0.0533,109.993,0.484
Dancing With A Stranger (with Normani),1V9oE8bVilClrk5naqyyvL,Sam Smith,2wY79sveU1sp5g7SokKOiI,171029,6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),89,0.45,0.741,0.52,1.97e-06,8,0.222,-7.513,1,0.0656,102.998,0.347
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,194087,2Fxmhks0bxGSBdJ92vM42m,bad guy,97,0.328,0.701,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,0.562
Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,220492,4Of7rzpRpV1mWRbhp5rAqG,Bruises,86,0.946,0.736,0.308,0.0,4,0.186,-7.83,1,0.0677,111.202,0.361
7 EP,4IRiXE5NROxknUSAUSjMoO,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,114893,6fTt0CH2t0mdeB2N9XFG5r,Panini,93,0.342,0.703,0.594,0.0,5,0.123,-6.146,0,0.0752,153.848,0.475
KIRK,1NsTSXjVNE7XmZ8PmyW0wl,DaBaby,4r63FhuTkUYltbVAg5TQnk,159714,6Ozh9Ok6h4Oi1wUSLtBseN,BOP,87,0.189,0.769,0.787,0.0,11,0.129,-3.909,1,0.367,126.77,0.836
Good As Hell,5PMpdvn38HScK6IuLniRep,Lizzo,56oDRnqbIiwx4mymNEv7dS,159011,6uAm7pG66O1XesXS9bpHSF,Good As Hell,74,0.285,0.684,0.905,0.0,0,0.525,-3.187,0,0.0765,95.985,0.492
World War Joy...Takeaway,1JawI0XkEwmQ5Bwef3RMbq,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,209893,6wo37KVqFJhtuxPTpLCcfe,Takeaway,92,0.12,0.294,0.505,0.0,3,0.0977,-8.106,1,0.042,85.332,0.357
Mad Love,6fwNMnwzVoclK4zOwl3ou0,Mabel,1MIVXf74SZHmTIp4V4paH4,169813,79JBjIq90BrQ8Ws0pUhlzD,Mad Love,85,0.667,0.622,0.796,0.0,0,0.106,-2.999,0,0.172,197.705,0.62
hot girl bummer,37CqAwxTungNxKpIK5vSgE,blackbear,2cFrymmkijnjDg9SS92EPM,185093,7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,93,0.128,0.778,0.559,0.0,6,0.399,-7.109,0,0.0776,129.989,0.678
Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,182160,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,95,0.751,0.501,0.405,0.0,1,0.105,-5.679,1,0.0319,109.891,0.446
This Summer,24riCP5KVIEEaXKYvvhshe,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,240906,736B63TZx939yQZUXl7TMa,October,68,0.342,0.735,0.531,6.24e-06,0,0.0867,-7.845,1,0.0293,106.985,0.642
Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,Post Malone,246dkjvS1zLTtiykXe5h60,229573,7CZyCXKG6d5ALeq41sLzbw,Take What You Want (feat. Ozzy Osbourne & Travis Scott),92,0.0906,0.499,0.8,0.0,1,0.147,-2.665,0,0.0502,139.919,0.272
Lover,3rYkgtFOo9AlPaeKTtn6pM,Taylor Swift,06HL4z0CvFAxyc27GXpf02,221306,0bzbvANY6oETSJLc0wlVGY,Lover,78,0.492,0.359,0.543,1.58e-05,7,0.118,-7.582,1,0.0919,68.534,0.453
Bipolar,2y5oeiOOk7synreCnFAy7A,Kiiara,4u5smJBskI6Adzv08PuiUP,202436,1agOL1akZePDXe21TBbBM2,Bipolar,62,0.355,0.808,0.677,0.0,7,0.0764,-5.707,1,0.0406,120.0,0.142
Pa' Lante,03oX3KPyi8ydzOaMNTpX0N,Alex Sensation,0OROVBEZCocg0FcgJpyBse,174893,24wIxeVejXRhYJPrOFpJbg,Pa' Lante,71,0.0649,0.679,0.713,8.47e-06,8,0.362,-4.544,0,0.123,189.921,0.922
Lie,1qZDkipk2XWaJ6aoEvJwAm,Lukas Graham,25u4wHJWxCA9vO0CzxAbK7,179841,27NaNvlmvOHqTF0VPjuRSD,Lie,71,0.0362,0.537,0.612,0.0,5,0.0926,-4.777,1,0.051,92.178,0.308
Baila Conmigo,3pcIJIuMpyw7L2fxGETbzk,Yellow Claw,47z7ZrgFoBvVpCnElCE3Zh,155866,2sJHeAvFZ58o3Z6CB56EdU,Baila Conmigo,65,0.188,0.769,0.737,0.000148,4,0.284,-4.904,0,0.0988,94.007,0.652
I Warned Myself,3TDyDrYb9qx7DtGWXqvLfW,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,159782,3707IBa4HnS3zDDoWfeUBl,I Warned Myself,82,0.562,0.488,0.311,0.000548,10,0.161,-11.467,0,0.297,184.112,0.579
Small Talk,5FOy9CM3AZs86TIK7fsJTV,Katy Perry,6jJ0s89eD6GaHleKKya26X,161962,4NmE2ytXI8S2svTRSmEdpO,Small Talk,82,0.203,0.846,0.631,0.0,5,0.455,-5.547,1,0.1,115.999,0.602
Beautiful People (feat. Khalid),3E12WU80fDMyu7GyIAx7wJ,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,197866,4evmHXcjt3bTUHD1cvny97,Beautiful People (feat. Khalid),95,0.124,0.64,0.648,0.0,5,0.0802,-8.113,0,0.187,92.977,0.548
Lost In Your Maze,4lqJtO8OCLRc8zYx5vGamJ,Devochka,02xYwCW4WypA3nRQv6qEcX,206400,4z4AGVQhgO27VuTEM5Uh7Y,Lost In Your Maze,51,0.0252,0.712,0.796,0.00028,5,0.139,-5.834,1,0.0365,100.006,0.0668
Midnight Hour with Boys Noize & Ty Dolla $ign,65Xj1lewlRP7RB5LiCeNBV,Skrillex,5he5w2lnU9x7JFhnwcekXX,199600,5AFrctm65wWIqJsjHPPx85,Midnight Hour with Boys Noize & Ty Dolla $ign,73,0.0034,0.849,0.847,0.000366,0,0.165,-4.349,1,0.0682,126.018,0.34
Slow Dance,3tnCAhqSU4V0EEgYnrTRuD,AJ Mitchell,6dn6x1XOng3LOAnfTjUn77,178799,5FNS5Vj69AhRGJWjhrAd01,Slow Dance,75,0.214,0.692,0.443,0.0,1,0.06,-5.671,1,0.0386,127.899,0.363
Without Me,0zzrCTzvL4ZmR42xF46Afm,Halsey,26VFTg2z8YR0cCuwLzESi2,201660,5p7ujcrUXASCNwRaWNHR1C,Without Me,89,0.297,0.752,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,0.533
Muito Calor,0f3bt9OrN9BzSMRcpCg9y0,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,185146,5uVgsAzjO6eJR06VPrqUga,Muito Calor,80,0.116,0.814,0.863,0.000226,9,0.0736,-2.885,1,0.0589,98.048,0.597
If I Can't Have You,1J2BrRxtQjVUa7X9Ne99xD,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,190800,6LsAAHotRLMOHfCsSfYCsz,If I Can't Have You,89,0.524,0.692,0.809,0.0,2,0.147,-4.198,1,0.0602,123.911,0.864
"Yo x Ti, Tu x Mi",3844bY26oeSkqd06th4EYp,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,201040,7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",93,0.462,0.78,0.759,0.000868,1,0.143,-3.292,1,0.225,91.952,0.579
Bruises EP,3bAq5agU2IUDfDuO4w50aR,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,228986,5FMSmqgBagV4KSMqMjB2Ro,Bruises - Live Orchestral Version,71,0.92,0.399,0.34,0.0,1,0.138,-8.936,0,0.0364,98.346,0.393
OASIS,6ylFfzx32ICw4L1A7YWNLN,J Balvin,1vyhD5VmyZ7KMfW5gqLgo5,222346,25ZAibhr3bdlMCLmubZDVt,QUE PRETENDES,91,0.0275,0.639,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,0.939
Carte Blanche,2MFS6WG6jnPAgvJpV3PehR,DJ Snake,540vIaP2JwjQb9dm3aArA4,195428,660eekzsNZ7sdATvfIsAkR,"Fuego (with Sean Paul & Anitta, feat. Tainy)",78,0.0244,0.819,0.859,0.0,8,0.0916,-6.264,1,0.224,104.906,0.612
LaLaLa,4A4GYcuQ7Kb0cUIxT8TZ30,Black Coffee,6wMr4zKPrrR0UVz08WtUWc,217214,0oL5c4N1W1x8i9HZ3uzBAu,LaLaLa,63,0.0792,0.731,0.78,0.0,7,0.104,-7.448,1,0.241,114.897,0.705
Table For 2,3eH0FdLqQtwQepYe6PazQw,Alok,0NGAZxHanS9e0iNHpR8f2W,176283,11xOwUHV7P1q7UpEQuMIrx,Table For 2,67,0.0625,0.657,0.614,0.0,0,0.397,-7.829,0,0.055,113.009,0.723
7 rings,03D36t8ODrA8ATvoTStU9P,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,178640,14msK75pk3pA33pzPVNtBF,7 rings,49,0.578,0.725,0.321,0.0,1,0.0884,-10.744,0,0.323,70.142,0.319
Locos Dementes,49nZLyZDBKph8WzxuLGkF8,Gusi,7GMRarEViKQmiTUMFZtrfe,215961,1avccdZyIOpCisznKwu47H,Locos Dementes,63,0.291,0.723,0.893,0.0,10,0.0967,-4.937,1,0.0476,110.022,0.685
Really don’t like u (feat. Kylie Minogue),1zj8fECCaaRlqr0NQsyC6r,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,225104,1k2BsR31RvvmQzINmvbNay,Really don’t like u,68,0.215,0.599,0.619,6.11e-05,4,0.0856,-6.658,0,0.0736,109.326,0.265
China,1PTTAq0OxggVgqP5WTYWDh,Anuel AA,2R21vXR83lH98kGeO99Y66,301714,2ksOAxtIxY8yElEWw8RhgK,China,97,0.0846,0.786,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,0.609
Con Altura,4bxHLppgdmaYJk0yfdcP0l,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,161626,2qG5sZ7Si6sdK74qLxedYM,Con Altura,90,0.39,0.882,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,0.746
I Don't Care (with Justin Bieber),5Nux7ozBJ5KJ02QYWwrneR,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,219946,3HVWdVOQ0ZA45FuZGSfvns,I Don't Care (with Justin Bieber),94,0.0912,0.798,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,0.842
Younger,26IuzA897QHyOQVYBWXtTD,Jonas Blue,1HBjj22wzbscIZ9sEb5dyf,194720,4D7ERaKgv8NAeck8RzUtRz,Younger,77,0.286,0.784,0.845,1.59e-05,3,0.074,-2.793,1,0.0596,105.981,0.888
Secrets,3ETzU5ugHCLSTN2xCgfoBK,Becky G,4obzFoKoKRHIphyHzJ35G3,226374,5pAaXHSlxNLfS6RQBrpjm5,Secrets,65,0.537,0.715,0.521,0.0,0,0.0759,-6.716,1,0.0864,104.989,0.429
Mama,3Fsq7nbDz6DR3D6O4hV0C3,Ella Eyre,66TrUkUZ3RM29dqeDQRgyA,187927,6BE3AlZoAVj6vmCxYANCtt,Mama,44,0.0723,0.696,0.761,0.0,10,0.228,-5.227,0,0.172,129.935,0.832
Treehouse (feat. Shotty Horroh),6HX5s1KDSkOQNkt5YkwMi2,James Arthur,4IWBUUAFIplrNtaOHcJPRM,219933,6S1IgeHxxOT9qVWnmsdGxe,Treehouse (feat. Shotty Horroh),76,0.184,0.691,0.733,0.0,6,0.341,-5.02,1,0.0368,153.976,0.797
Graveyard,66QwiCFDLtRbrZ5Vs9wlL9,Halsey,26VFTg2z8YR0cCuwLzESi2,181805,6V9fHiv84WlVTg7CSnIVY2,Graveyard,90,0.231,0.667,0.583,4.48e-05,11,0.181,-5.127,0,0.0747,92.043,0.187
Mother,5OrSjlgjIvI3GmTnTt6wnT,Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,162864,6rVNnvyNeibts1uOqdSNIw,Mother,77,0.375,0.407,0.697,5.07e-06,11,0.125,-5.612,1,0.342,179.681,0.632
Haunted Heart,4Qe5hKn7JNQ55cBCMhQCUC,Christina Aguilera,1l7ZsJRRS8wlW3WfJfPfNS,166974,7qcanNUZ2M1kfBPuzHHVgj,Haunted Heart,65,0.539,0.501,0.388,0.000837,0,0.109,-7.368,0,0.0391,179.83,0.392
No.6 Collaborations Project,3oIFxDIo2fwuk4lwCmFZCx,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,204466,4vUmTMuQqjdnvlZmAH61Qk,South of the Border (feat. Camila Cabello & Cardi B),89,0.148,0.857,0.621,0.0,9,0.0865,-6.376,0,0.0824,97.986,0.668
Madame X (Deluxe),1G2YEQPXaOj1JZwa3ZiGe8,Madonna,6tbjWDEIzxoDsBA1FuhfPW,245706,2SC14LGDbRWRlyLg9Wupa0,Faz Gostoso (feat. Anitta),72,0.288,0.777,0.695,0.0,10,0.0734,-6.12,0,0.0894,130.05,0.652
Hollywood's Bleeding,3KziODx7ieQTgYCVrS6nBv,Post Malone,246dkjvS1zLTtiykXe5h60,168280,2leIuE4fdcJoNMSKu5Yr7a,Staring At The Sun (feat. SZA),78,0.248,0.724,0.772,0.0,6,0.308,-4.389,0,0.184,95.074,0.347
